filename,width,height,class,xmin,ymin,xmax,ymax
13462173_2_BetaRigV1_1978.Far29 Sphere2018.04.06-12.50.38.png,1280,720,13462173_2,655.479736,428.40582300000005,845.4797359999999,618.405823
14985647_AlphaRigV1_1978.Out10 Sphere2018.04.06-13.05.37.png,1280,720,14985647,369.778168,276.769592,519.7781980000001,636.769592
17125355_AlphaRigV1_2550.Out22 Sphere2018.04.05-20.49.16.png,1280,720,17125355,400.155792,274.346313,550.155762,634.346313
CaliforniaRootsRedBlend_RigV1_1978.Out34 Sphere2018.04.06-13.23.11.png,1280,720,CaliforniaRootsRedBlend,565.0001219999999,262.940735,715.0001219999999,622.940735
47934912_RigV1_2550.Far15 Sphere2018.04.05-20.43.40.png,1280,720,47934912,565.000671,262.941528,715.000671,622.9415280000001
BarefootSweetRed_AlphaRigV1_1978.Out3 Sphere2018.04.06-13.16.32.png,1280,720,BarefootSweetRed,457.40918,263.542786,607.40918,623.542786
sutterHomeBox_RigV1_2550.Out27 Sphere2018.04.05-20.24.14.png,1280,720,sutterHomeBox,565.0001219999999,262.94104,715.0001219999999,622.94104
BarefootSweetRed_RigV1_1978.Out34 Sphere2018.04.06-13.17.03.png,1280,720,BarefootSweetRed,565.0001219999999,262.940735,715.0001219999999,622.940735
CaliforniaRootsRedBlend_BetaRigV1_1978.Far30 Sphere2018.04.06-13.22.32.png,1280,720,CaliforniaRootsRedBlend,730.7324219999999,270.763428,880.732422,630.763428
15207232_RigV1_2550.Out18 Sphere2018.04.05-20.41.51.png,1280,720,15207232,564.999329,262.941101,714.999329,622.941101
BarefootCabernetSauvignon_AlphaRigV1_1978.Out17 Sphere2018.04.06-13.09.25.png,1280,720,BarefootCabernetSauvignon,421.362549,264.02630600000003,571.3625490000001,624.026306
Barefoot_Pinot_Noir_AlphaRigV1_1978.Far21 Sphere2018.04.06-13.12.35.png,1280,720,Barefoot_Pinot_Noir,470.527283,266.483398,620.527283,626.4833980000001
50441825_BetaRigV1_1978.Far1 Sphere2018.04.06-12.48.57.png,1280,720,50441825,664.689087,428.538025,854.689087,618.538025
BarefootChardonnay_AlphaRigV1_1978.Far8 Sphere2018.04.06-13.09.54.png,1280,720,BarefootChardonnay,481.99273700000003,264.174194,631.992737,624.174194
50952880_RigV1_1978.Far27 Sphere2018.04.06-12.51.49.png,1280,720,50952880,545.000488,427.94085700000005,735.000488,617.940857
Barefoot_Pinot_Noir_AlphaRigV1_2550.Out12 Sphere2018.04.05-20.10.30.png,1280,720,Barefoot_Pinot_Noir,364.804047,272.693542,514.804077,632.693542
13300536_AlphaRigV1_1978.Far35 Sphere2018.04.06-13.04.14.png,1280,720,13300536,420.16546600000004,266.418335,570.165466,626.418335
13462173_2_BetaRigV1_2550.Out19 Sphere2018.04.05-20.32.05.png,1280,720,13462173_2,633.178589,432.37323,823.178589,622.37323
85200011_BetaRigV1_1978.Far12 Sphere2018.04.06-12.58.56.png,1280,720,85200011,733.395264,272.472107,883.3952640000001,632.472107
CaliforniaRootCabernet_BetaRigV1_1978.Far31 Sphere2018.04.06-13.17.39.png,1280,720,CaliforniaRootCabernet,661.559692,263.304077,811.559692,623.304077
14985647_BetaRigV1_1978.Out2 Sphere2018.04.06-13.05.29.png,1280,720,14985647,711.145325,274.014526,861.145325,634.0145259999999
13300536_RigV1_2550.Far32 Sphere2018.04.05-20.45.10.png,1280,720,13300536,565.0002440000001,262.940857,715.0002440000001,622.940857
47985484_RigV1_2550.Far12 Sphere2018.04.05-20.36.16.png,1280,720,47985484,565.0007320000001,262.941467,715.0007320000001,622.941467
Barefoot_Moscato_BetaRigV1_2550.Far6 Sphere2018.04.05-20.08.36.png,1280,720,Barefoot_Moscato,632.3126219999999,264.362,782.3126219999999,624.362
13300536_BetaRigV1_1978.Out1 Sphere2018.04.06-13.04.15.png,1280,720,13300536,641.99646,265.464722,791.99646,625.4647219999999
13300536_BetaRigV1_2550.Out2 Sphere2018.04.05-20.45.16.png,1280,720,13300536,618.910889,264.533752,768.910889,624.5337519999999
50952880_RigV1_2550.Far33 Sphere2018.04.05-20.32.57.png,1280,720,50952880,544.999329,427.940674,734.999329,617.9406740000001
47934912_AlphaRigV1_1978.Out16 Sphere2018.04.06-13.03.16.png,1280,720,47934912,485.50341799999995,265.443604,635.503418,625.443604
Barefoot_Moscato_RigV1_1978.Far11 Sphere2018.04.06-13.11.11.png,1280,720,Barefoot_Moscato,565.000488,262.940613,715.000488,622.940613
BarefootSweetRed_AlphaRigV1_2550.Far22 Sphere2018.04.05-20.13.46.png,1280,720,BarefootSweetRed,465.95043899999996,267.379028,615.950439,627.3790280000001
BarefootChardonnay_AlphaRigV1_1978.Far35 Sphere2018.04.06-13.10.22.png,1280,720,BarefootChardonnay,433.941162,265.79449500000004,583.941162,625.794495
Barefoot_Moscato_BetaRigV1_1978.Far34 Sphere2018.04.06-13.11.34.png,1280,720,Barefoot_Moscato,678.8105469999999,265.050964,828.8105469999999,625.050964
16293119_RigV1_1978.Far16 Sphere2018.04.06-13.06.21.png,1280,720,16293119,565.0001219999999,262.940857,715.0001219999999,622.940857
JoelGott815CabernetSauvignon_AlphaRigV1_1978.Out34 Sphere2018.04.06-13.24.25.png,1280,720,JoelGott815CabernetSauvignon,410.348541,268.220154,560.348511,628.220154
47985484_RigV1_2550.Out10 Sphere2018.04.05-20.36.49.png,1280,720,47985484,564.999695,262.941162,714.999695,622.941162
13300260_RigV1_2550.Out29 Sphere2018.04.05-20.43.16.png,1280,720,13300260,565.000549,262.941223,715.000549,622.941223
16293119_RigV1_1978.Far17 Sphere2018.04.06-13.06.22.png,1280,720,16293119,565.0006099999999,262.941162,715.0006099999999,622.941162
BarefootCabernetSauvignon_RigV1_2550.Far28 Sphere2018.04.05-20.06.31.png,1280,720,BarefootCabernetSauvignon,564.9997559999999,262.941284,714.9997559999999,622.941284
Barefoot_Moscato_RigV1_2550.Far1 Sphere2018.04.05-20.08.31.png,1280,720,Barefoot_Moscato,565.000488,262.940918,715.000488,622.940918
50441825_BetaRigV1_2550.InnerSphere Sphere2018.04.05-20.31.09.png,1280,720,50441825,603.662598,369.10101299999997,923.662598,689.101013
sutterHomeBox_RigV1_2550.Out12 Sphere2018.04.05-20.23.59.png,1280,720,sutterHomeBox,565.000854,262.940796,715.000854,622.940796
BarefootCabernetSauvignon_BetaRigV1_2550.Far9 Sphere2018.04.05-20.49.42.png,1280,720,BarefootCabernetSauvignon,668.751343,266.551331,818.751343,626.551331
Barefoot_Moscato_BetaRigV1_2550.Far21 Sphere2018.04.05-20.08.51.png,1280,720,Barefoot_Moscato,699.45166,270.53833,849.45166,630.53833
85669500_BetaRigV1_1978.Far30 Sphere2018.04.06-12.53.06.png,1280,720,85669500,730.55896,437.70770300000004,920.55896,627.707703
47934912_RigV1_1978.Out28 Sphere2018.04.06-13.03.28.png,1280,720,47934912,565.000366,262.940796,715.000366,622.940796
Barefoot_Moscato_BetaRigV1_2550.Far5 Sphere2018.04.05-20.08.35.png,1280,720,Barefoot_Moscato,739.466431,268.66162099999997,889.4664310000001,628.661621
BarefootSweetRed_BetaRigV1_1978.Far20 Sphere2018.04.06-13.16.15.png,1280,720,BarefootSweetRed,705.99353,270.644775,855.9935300000001,630.644775
Barefoot_Red_Moscato_RigV1_2550.Far33 Sphere2018.04.05-20.11.30.png,1280,720,Barefoot_Red_Moscato,564.999329,262.940674,714.999329,622.9406740000001
California_Root_Chardonnay_RigV1_1978.Far11 Sphere2018.04.06-13.18.32.png,1280,720,California_Root_Chardonnay,565.000488,262.940613,715.000488,622.940613
BarefootSweetRed_BetaRigV1_2550.Out17 Sphere2018.04.05-20.14.16.png,1280,720,BarefootSweetRed,732.1511230000001,265.275208,882.1511230000001,625.275208
BarefootSweetRed_RigV1_1978.Far31 Sphere2018.04.06-13.16.25.png,1280,720,BarefootSweetRed,565.0002440000001,262.940918,715.0002440000001,622.940918
17125355_AlphaRigV1_1978.Far5 Sphere2018.04.06-13.07.24.png,1280,720,17125355,498.852783,263.675415,648.852783,623.675415
13300260_RigV1_2550.Out3 Sphere2018.04.05-20.42.49.png,1280,720,13300260,565.0002440000001,262.940735,715.0002440000001,622.940735
Barefoot_Red_Moscato_RigV1_2550.Far9 Sphere2018.04.05-20.11.06.png,1280,720,Barefoot_Red_Moscato,565.000305,262.941162,715.000305,622.941162
JoelGottSauvignonBlanc2014_BetaRigV1_1978.Out35 Sphere2018.04.06-13.25.40.png,1280,720,JoelGottSauvignonBlanc2014,785.159607,273.132874,935.159607,633.132874
CaliforniaRootCabernet_BetaRigV1_2550.Far16 Sphere2018.04.05-20.14.53.png,1280,720,CaliforniaRootCabernet,721.6289059999999,264.607727,871.628906,624.607727
JoelGott815CabernetSauvignon_AlphaRigV1_2550.Far11 Sphere2018.04.05-20.20.56.png,1280,720,JoelGott815CabernetSauvignon,475.08947800000004,264.762024,625.089478,624.762024
BarefootRiesling_BetaRigV1_2550.Out16 Sphere2018.04.05-20.13.02.png,1280,720,BarefootRiesling,689.497314,269.61810299999996,839.4973140000001,629.618103
13300536_BetaRigV1_1978.Out16 Sphere2018.04.06-13.04.30.png,1280,720,13300536,744.982178,275.575867,894.982178,635.575867
California_Roots_Pinot_Grigio_RigV1_1978.Far33 Sphere2018.04.06-13.21.21.png,1280,720,California_Roots_Pinot_Grigio,564.999329,262.940735,714.999329,622.940735
BarefootRiesling_RigV1_1978.Out21 Sphere2018.04.06-13.15.37.png,1280,720,BarefootRiesling,564.9999389999999,262.940796,714.9999389999999,622.940796
47985484_RigV1_1978.Far29 Sphere2018.04.06-12.55.32.png,1280,720,47985484,565.000488,262.941101,715.000488,622.941101
BarefootSweetRed_RigV1_2550.Far4 Sphere2018.04.05-20.13.28.png,1280,720,BarefootSweetRed,565.0002440000001,262.940796,715.0002440000001,622.940796
52644170_RigV1_2550.Out20 Sphere2018.04.05-20.38.13.png,1280,720,52644170,564.999451,262.940796,714.999451,622.940796
JoelGott815CabernetSauvignon_RigV1_2550.Far30 Sphere2018.04.05-20.21.14.png,1280,720,JoelGott815CabernetSauvignon,564.9997559999999,262.94140600000003,714.9997559999999,622.9414059999999
52644170_AlphaRigV1_1978.Out9 Sphere2018.04.06-12.57.01.png,1280,720,52644170,334.640228,274.032349,484.64022800000004,634.0323490000001
15207232_BetaRigV1_1978.Far9 Sphere2018.04.06-13.00.07.png,1280,720,15207232,655.98761,265.50177,805.98761,625.50177
California_Roots_Pinot_Grigio_RigV1_2550.Far12 Sphere2018.04.05-20.18.29.png,1280,720,California_Roots_Pinot_Grigio,565.0007320000001,262.941467,715.0007320000001,622.941467
JoelGott815CabernetSauvignon_BetaRigV1_1978.Far17 Sphere2018.04.06-13.23.33.png,1280,720,JoelGott815CabernetSauvignon,781.880188,280.784241,931.8801880000001,640.7842410000001
13300536_BetaRigV1_1978.Out10 Sphere2018.04.06-13.04.24.png,1280,720,13300536,762.100952,277.03125,912.100952,637.03125
Barefoot_Red_Moscato_BetaRigV1_1978.Far16 Sphere2018.04.06-13.13.43.png,1280,720,Barefoot_Red_Moscato,738.8251339999999,264.26947,888.8251339999999,624.2694700000001
17125355_AlphaRigV1_2550.Far33 Sphere2018.04.05-20.48.52.png,1280,720,17125355,478.502747,264.337646,628.502747,624.337646
13462173_2_RigV1_2550.Far23 Sphere2018.04.05-20.31.33.png,1280,720,13462173_2,544.9993900000001,427.940796,734.9993900000001,617.940796
85200011_BetaRigV1_1978.Out14 Sphere2018.04.06-12.59.34.png,1280,720,85200011,665.697327,263.452881,815.697327,623.4528809999999
BarefootSweetRed_AlphaRigV1_2550.Far33 Sphere2018.04.05-20.13.57.png,1280,720,BarefootSweetRed,452.73895300000004,265.286865,602.738953,625.286865
Barefoot_Red_Moscato_RigV1_1978.Out31 Sphere2018.04.06-13.14.33.png,1280,720,Barefoot_Red_Moscato,565.000549,262.941162,715.000549,622.941162
California_Root_Chardonnay_AlphaRigV1_1978.Out19 Sphere2018.04.06-13.19.16.png,1280,720,California_Root_Chardonnay,470.003113,267.93823199999997,620.003113,627.9382320000001
sutterHomeBox_RigV1_1978.Far16 Sphere2018.04.06-13.25.59.png,1280,720,sutterHomeBox,565.0001219999999,262.940857,715.0001219999999,622.940857
Barefoot_Moscato_RigV1_1978.Out7 Sphere2018.04.06-13.11.42.png,1280,720,Barefoot_Moscato,564.999695,262.941101,714.999695,622.941101
13462173_2_AlphaRigV1_1978.Far20 Sphere2018.04.06-12.50.29.png,1280,720,13462173_2,332.643799,445.16845700000005,522.6437990000001,635.168457
13462173_2_BetaRigV1_2550.Out12 Sphere2018.04.05-20.31.58.png,1280,720,13462173_2,625.164429,429.53564500000005,815.164429,619.535645
14985647_BetaRigV1_1978.Far8 Sphere2018.04.06-13.05.00.png,1280,720,14985647,801.673096,272.690918,951.6730960000001,632.690918
85669500_BetaRigV1_1978.Far14 Sphere2018.04.06-12.52.50.png,1280,720,85669500,710.002319,433.057312,900.0023189999999,623.057312
17125355_BetaRigV1_1978.Far12 Sphere2018.04.06-13.07.32.png,1280,720,17125355,685.5614009999999,267.86621099999996,835.5614009999999,627.866211
California_Roots_Pinot_Grigio_RigV1_1978.Out33 Sphere2018.04.06-13.21.57.png,1280,720,California_Roots_Pinot_Grigio,564.999329,262.941162,714.999329,622.941162
JoelGottSauvignonBlanc2014_RigV1_2550.Far6 Sphere2018.04.05-20.22.04.png,1280,720,JoelGottSauvignonBlanc2014,564.9999389999999,262.941223,714.9999389999999,622.941223
BarefootRiesling_BetaRigV1_2550.Out24 Sphere2018.04.05-20.13.10.png,1280,720,BarefootRiesling,756.963257,283.220215,906.963257,643.220215
CaliforniaRootsMoscato_AlphaRigV1_1978.Out7 Sphere2018.04.06-13.20.17.png,1280,720,CaliforniaRootsMoscato,436.946442,269.403748,586.946411,629.4037480000001
sutterHomeBox_BetaRigV1_2550.Far22 Sphere2018.04.05-20.23.34.png,1280,720,sutterHomeBox,687.541626,269.713623,837.541626,629.7136230000001
BarefootRiesling_AlphaRigV1_1978.Out27 Sphere2018.04.06-13.15.43.png,1280,720,BarefootRiesling,426.57196,272.902527,576.57196,632.902527
47137519_RigV1_2550.Far5 Sphere2018.04.05-20.34.56.png,1280,720,47137519,564.999512,262.940735,714.999512,622.940735
California_Root_Chardonnay_AlphaRigV1_1978.Far17 Sphere2018.04.06-13.18.39.png,1280,720,California_Root_Chardonnay,408.76034500000003,272.32018999999997,558.760376,632.32019
13300536_AlphaRigV1_1978.Far7 Sphere2018.04.06-13.03.45.png,1280,720,13300536,345.316193,264.783325,495.316193,624.783325
JoelGott815CabernetSauvignon_RigV1_2550.Out35 Sphere2018.04.05-20.21.55.png,1280,720,JoelGott815CabernetSauvignon,565.0007320000001,262.940857,715.0007320000001,622.940857
85200011_RigV1_2550.Out12 Sphere2018.04.05-20.40.32.png,1280,720,85200011,565.000854,262.940796,715.000854,622.940796
BarefootChardonnay_AlphaRigV1_1978.Out26 Sphere2018.04.06-13.10.48.png,1280,720,BarefootChardonnay,382.011353,280.012878,532.011353,640.012878
47985484_AlphaRigV1_1978.Far10 Sphere2018.04.06-12.55.13.png,1280,720,47985484,459.42126500000006,263.403748,609.4212650000001,623.4037480000001
Barefoot_Moscato_AlphaRigV1_2550.Far1 Sphere2018.04.05-20.08.31.png,1280,720,Barefoot_Moscato,331.88736,266.371033,481.88735999999994,626.371033
16293119_BetaRigV1_1978.Out33 Sphere2018.04.06-13.07.14.png,1280,720,16293119,654.480591,265.942627,804.480591,625.9426269999999
85669500_RigV1_1978.Out14 Sphere2018.04.06-12.53.25.png,1280,720,85669500,544.999634,427.94085700000005,734.999634,617.940857
50441825_BetaRigV1_2550.Out7 Sphere2018.04.05-20.30.39.png,1280,720,50441825,680.8703,435.595032,870.8703,625.5950320000001
BarefootCabernetSauvignon_RigV1_2550.Out21 Sphere2018.04.05-20.50.28.png,1280,720,BarefootCabernetSauvignon,564.999451,262.940674,714.999451,622.9406740000001
CaliforniaRootsRedBlend_AlphaRigV1_2550.Out23 Sphere2018.04.05-20.20.29.png,1280,720,CaliforniaRootsRedBlend,341.336212,267.08648700000003,491.336212,627.086487
53038403_BetaRigV1_1978.Out27 Sphere2018.04.06-12.58.33.png,1280,720,53038403,717.949341,275.074402,867.949341,635.074402
53038403_RigV1_2550.Out19 Sphere2018.04.05-20.39.25.png,1280,720,53038403,564.9998780000001,262.941223,714.9998780000001,622.941223
13462173_2_AlphaRigV1_1978.Far31 Sphere2018.04.06-12.50.40.png,1280,720,13462173_2,474.55725099999995,428.134827,664.557251,618.134827
13300536_BetaRigV1_2550.Out23 Sphere2018.04.05-20.45.37.png,1280,720,13300536,648.760681,263.536011,798.760681,623.536011
16293119_AlphaRigV1_1978.Out25 Sphere2018.04.06-13.07.06.png,1280,720,16293119,489.802673,266.061584,639.802673,626.061584
BarefootCabernetSauvignon_RigV1_2550.Far13 Sphere2018.04.05-20.49.45.png,1280,720,BarefootCabernetSauvignon,565.000305,262.940735,715.000305,622.940735
53038403_BetaRigV1_1978.Far24 Sphere2018.04.06-12.57.55.png,1280,720,53038403,674.138916,263.397339,824.138916,623.397339
13462173_2_AlphaRigV1_2550.Out8 Sphere2018.04.05-20.31.53.png,1280,720,13462173_2,358.404358,430.791992,548.404358,620.7919919999999
California_Root_Chardonnay_RigV1_2550.Out16 Sphere2018.04.05-20.16.42.png,1280,720,California_Root_Chardonnay,565.000488,262.940979,715.000488,622.940979
California_Root_Chardonnay_AlphaRigV1_2550.Out34 Sphere2018.04.05-20.17.00.png,1280,720,California_Root_Chardonnay,446.482666,266.45391800000004,596.482666,626.4539179999999
CaliforniaRootsMoscato_AlphaRigV1_2550.Out2 Sphere2018.04.05-20.17.41.png,1280,720,CaliforniaRootsMoscato,503.652466,265.002563,653.652466,625.002563
JoelGottSauvignonBlanc2014_BetaRigV1_1978.Far8 Sphere2018.04.06-13.24.37.png,1280,720,JoelGottSauvignonBlanc2014,781.173096,271.116577,931.1730960000001,631.116577
BarefootRiesling_RigV1_1978.Out15 Sphere2018.04.06-13.15.31.png,1280,720,BarefootRiesling,565.0002440000001,262.940613,715.0002440000001,622.940613
CaliforniaRootsMoscato_RigV1_2550.Out7 Sphere2018.04.05-20.17.46.png,1280,720,CaliforniaRootsMoscato,565.000488,262.940979,715.000488,622.940979
BarefootRiesling_AlphaRigV1_2550.Out35 Sphere2018.04.05-20.13.20.png,1280,720,BarefootRiesling,414.502289,268.353821,564.502319,628.353821
50441825_RigV1_2550.Out26 Sphere2018.04.05-20.30.58.png,1280,720,50441825,544.9999389999999,427.941162,734.9999389999999,617.941162
13462173_2_AlphaRigV1_1978.Far24 Sphere2018.04.06-12.50.33.png,1280,720,13462173_2,371.408844,429.084229,561.408813,619.084229
50952880_AlphaRigV1_1978.Far14 Sphere2018.04.06-12.51.37.png,1280,720,50952880,342.56494100000003,435.58239699999996,532.564941,625.582397
47137519_RigV1_2550.Far30 Sphere2018.04.05-20.35.21.png,1280,720,47137519,564.9997559999999,262.94140600000003,714.9997559999999,622.9414059999999
